"","past_pat_year","past_pat","pasture_id","patch_id","year","DICK_1","DICK_2","DICK_3","DICK_4","DICK_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"102","GIL_S_2011","GIL_S","GIL","S",2011,0,0,1,1,0,0.88,0.63,0.13,0.88,0.13,4,3,2.32,3,2.15,140,147,157,171,182,7.61666666666667,8.33333333333333,7.56666666666667,7.11666666666667,8.06666666666667,"SR","SR","SR","CD","SR",2,200
"103","GIL_S_2012","GIL_S","GIL","S",2012,1,0,3,3,1,0.13,0.13,0.38,0.63,0.13,1,1,2.32,1,3,142,150,159,173,181,7.15,6.06666666666667,6.7,6.38333333333333,8.96666666666667,"SR","CD","SR","CD","CD",2,200
"104","GIL_S_2013","GIL_S","GIL","S",2013,0,0,1,2,5,0.38,0.13,0.63,0.13,0.38,3,1,2,3,3,137,154,163,181,194,8.88333333333333,8.53333333333333,7.46666666666667,6.38333333333333,6.58333333333333,"SR","AM","CD","AM","CD",2,200
"105","GIL_S_2016","GIL_S","GIL","S",2016,0,1,1,2,1,0.38,0.63,0.38,0.38,0.63,2,2,1,2,2,149,163,180,195,213,8.61666666666667,6.2,6.41666666666667,8.48333333333333,8.38333333333333,"SR","JJC","ACW","SBN","JJC",1.75,175
"106","GIL_S_2017","GIL_S","GIL","S",2017,0,0,1,0,0,0.13,0.13,0.13,0.13,0.38,2,3,2,2,1,148,161,175,188,201,9,7.31666666666667,6.23333333333333,7.43333333333333,6.66666666666667,"ALL","JD","JJC","JD","JJC",1.75,175
"107","GIL_S_2021","GIL_S","GIL","S",2021,3,4,5,3,8,0.38,0.13,0.63,0.88,0.13,2,2,1,2,1,153,166,178,190,201,8.45,8.91666666666667,8.31666666666667,8.23333333333333,8.51666666666667,"JJC","WPT","JEM","JNA","JEM",1.75,175
"108","GIL_S_2022","GIL_S","GIL","S",2022,6,2,0,2,1,0.63,0.88,0.13,0.88,0.63,2,3,1,1,1,154,168,180,189,198,7.5,7,6.16666666666667,9.16666666666667,7.11666666666667,"JJC","WPT","JJC","HKG","JJC",1.75,175
"109","GIL_S_2023","GIL_S","GIL","S",2023,4,2,2,2,1,0.38,0.13,0.63,0.38,0.13,1,3,3,1,1,155,168,179,190,194,6.26666666666667,6.95,6.55,6.56666666666667,7.05,"WPT","JJC","WPT","HKG","JJC",1.75,175
"110","KLN_C_2007","KLN_C","KLN","C",2007,0,1,0,0,0,0.13,0.88,0.13,0.13,0.13,1,5,4,1,2,145,150,159,166,177,8.15,8.51666666666667,7.61666666666667,7.95,6.48333333333333,"CW","JF","FP","FP","CW",5.96,596
"111","KLN_C_2009","KLN_C","KLN","C",2009,0,2,1,3,0,0.13,0.13,0.38,0.13,0.63,3,3,3,3,3,134,168,170,182,201,8.43333333333333,8.36666666666667,6.95,9.18333333333333,7.9,"EH","SR","EH","FP","EH",5.96,596
"112","KLN_C_2010","KLN_C","KLN","C",2010,0,1,7,1,2,0.13,0.13,0.63,0.63,0.38,2,1,2,2,3,139,149,158,174,184,6.73333333333333,7.01666666666667,7.2,7.05,7,"SR","SR","TH","SR","TH",4,400
"113","KLN_C_2011","KLN_C","KLN","C",2011,0,0,2,3,5,0.63,0.37,0.88,0.13,0.13,2,2.4,2,2,2,139,147,162,175,183,7.4,6.96666666666667,6.26666666666667,6.36666666666667,6.31666666666667,"TL","SR","CP","CP","CD",4,400
"114","KLN_C_2012","KLN_C","KLN","C",2012,0,4,3,1,3,0.13,0.63,0.38,0.13,0.38,4,3,2,3,3,138,147,160,173,181,8.95,8.76666666666667,6.38333333333333,9.33333333333333,8.98333333333333,"SR","CD","CD","SR","CD",4,400
"115","KLN_C_2013","KLN_C","KLN","C",2013,0,2,0,0,4,0.88,0.88,0.38,0.13,0.38,4,1,1,2,4,143,156,168,177,194,6.26666666666667,6.95,7.58333333333333,6.63333333333333,8.61666666666667,"CD","AM","SR","AM","CD",4,400
"116","KLN_C_2016","KLN_C","KLN","C",2016,0,2,0,0,4,0.38,0.38,0.13,0.63,0.88,1,2,4,4,1,151,168,179,192,215,6.63333333333333,7.1,7.98333333333333,9.51666666666667,6.4,"SBN","ACW","SR","SBN","JJC",4,400
"117","KLN_E_2007","KLN_E","KLN","E",2007,0,1,0,1,0,0.13,0.88,0.13,0.13,0.13,1,3,2.32,2,2,145,150,159,166,177,7.9,8.35,7.86666666666667,8.48333333333333,6.31666666666667,"JF","JF","CB","FP","CW",5.84,584
"118","KLN_E_2008","KLN_E","KLN","E",2008,0,0,0,1,0,0.38,0.38,0.63,0.88,0.88,4,4,3,2,2,134,140,146,156,165,6.1,9.15,8.56666666666667,8.83333333333333,6.46666666666667,"CW","SR","CW","CW","SR",5.84,584
"119","KLN_E_2009","KLN_E","KLN","E",2009,0,4,4,3,1,0.13,0.13,0.38,0.13,0.63,3,3,3,2,3,134,168,170,182,201,6.7,8.2,6.48333333333333,8.8,8.46666666666667,"EH","SR","EH","FP","EH",5.84,584
"120","KLN_E_2010","KLN_E","KLN","E",2010,0,3,5,2,3,0.13,0.13,0.63,0.63,0.38,2,1,2,2,3,139,149,158,174,184,6.51666666666667,6.86666666666667,6.96666666666667,6.93333333333333,6.8,"SR","SR","TH","SR","TH",5,500
"121","KLN_E_2011","KLN_E","KLN","E",2011,0,0,3,7,7,0.63,0.13,0.88,0.13,0.13,2,3,2,1,2,139,147,162,175,183,7.03333333333333,6.8,6.16666666666667,6.16666666666667,6.11666666666667,"TL","SR","CP","CP","CD",5,500
"122","KLN_E_2012","KLN_E","KLN","E",2012,1,4,7,5,5,0.13,0.63,0.38,0.13,0.38,4,3,2,3,3,138,147,160,173,181,8.68333333333333,8.65,6.25,9.18333333333333,8.85,"SR","CD","CD","SR","CD",5,500
"123","KLN_E_2014","KLN_E","KLN","E",2014,0,0,2,0,0,0.38,0.13,0.63,0.13,0.38,2,4,4,2,1,141,152,168,184,200,8.06666666666667,6.63333333333333,6.66666666666667,6.98333333333333,6.25,"CD","SR","CD","CD","ORG",4,400
"124","KLN_E_2017","KLN_E","KLN","E",2017,0,0,1,0,0,0.63,0.13,0.13,0.13,0.13,3,4,1,1,2,152,161,178,189,204,8.66666666666667,7.21666666666667,6.31666666666667,6.05,7.81666666666667,"JJC","SR","JJC","ALL","JJC",4,400
"125","KLN_E_2018","KLN_E","KLN","E",2018,1,0,2,2,0,0.13,0.63,0.88,0.13,0.63,1,1,2,1,4,146,161,174,190,199,8.56666666666667,7.8,7.11666666666667,6.1,8.93333333333333,"JJC","TMS","SR","TMS","BJE",4,400
"126","KLN_E_2023","KLN_E","KLN","E",2023,1,3,2,2,2,0.88,0.13,0.63,0.88,0.88,3,1,2,3,2,158,171,178,189,194,8.86666666666667,6.65,6.01666666666667,9.1,5.83333333333333,"WPT","JJC","JLS","JJC","JLS",4,400
"127","KLN_W_2007","KLN_W","KLN","W",2007,0,0,1,1,0,0.13,0.63,0.13,0.13,0.13,1,2,4,2,2,145,150,159,166,177,8.33333333333333,8.71666666666667,7.81666666666667,8.1,6.63333333333333,"JF","CW","FP","FP","CW",3.77,377
"128","KLN_W_2009","KLN_W","KLN","W",2009,0,2,0,0,0,0.13,0.13,0.38,0.13,0.63,3,3,3,3,3,134,168,170,182,201,7.91666666666667,8.51666666666667,7.1,9.33333333333333,8.13333333333333,"EH","SR","EH","FP","EH",3.77,377
"129","KLN_W_2010","KLN_W","KLN","W",2010,0,0,0,1,0,0.13,0.13,0.63,0.63,0.38,2,1,2,2,3,139,149,158,174,184,6.95,7.2,7.53333333333333,7.28333333333333,7.25,"SR","SR","TH","SR","TL",3,300
"130","KLN_W_2011","KLN_W","KLN","W",2011,0,0,0,2,1,0.36,0.38,0.88,0.13,0.13,3,3,2,1,2,139,147,162,175,183,7.85,7.2,6.48333333333333,6.55,6.56666666666667,"TL","SR","CP","CP","CD",3,300
"131","KLN_W_2012","KLN_W","KLN","W",2012,0,0,1,0,1,0.13,0.63,0.38,0.38,0.38,4,3,2,3,3,138,147,160,173,181,9.25,8.86666666666667,6.6,9.51666666666667,9.11666666666667,"SR","CD","CD","SR","CD",3,300
"132","KLN_W_2013","KLN_W","KLN","W",2013,0,1,0,1,2,0.88,0.88,0.38,0.38,0.38,3,1,1,2,4,143,156,168,177,194,6.15,6.3,7.71666666666667,6.78333333333333,8.78333333333333,"CD","AM","SR","AM","CD",3,300
"133","KLN_W_2014","KLN_W","KLN","W",2014,0,1,1,0,0,0.38,0.13,0.63,0.13,0.38,2,4,3,2,1,141,152,168,184,200,8.3,6.9,6.88333333333333,7.28333333333333,6.58333333333333,"CD","SR","CD","CD","ORG",3,300
"134","KLN_W_2015","KLN_W","KLN","W",2015,0,0,1,1,1,0.63,0.13,0.63,0.13,0.63,4,3,4,4,2,145,159,173,194,215,9.15,6.15,6.83333333333333,6.51666666666667,7.65,"BSV","SR","SR","SR","SR",3,300
"135","KLN_W_2023","KLN_W","KLN","W",2023,1,2,0,1,0,0.88,0.13,0.63,0.88,0.88,2.29,1,2,3,2,158,171,178,189,194,9.6,6.95,6.61666666666667,9.38333333333333,6.13333333333333,"WPT","JJC","JLS","JJC","JLS",2.75,275
"136","KLT_E_2007","KLT_E","KLT","E",2007,2,0,0,2,0,0.88,0.63,0.38,0.13,0.13,4,2,2,2,1,143,150,159,166,177,7.72,6.55,6.41666666666667,8.05,6.31666666666667,"FP","CW","CB","CW","JF",4.94,494
"137","KLT_E_2008","KLT_E","KLT","E",2008,0,0,1,0,0,0.63,0.63,0.63,0.13,0.38,4,4,3,1,2,134,140,146,153,170,8.28333333333333,8.33333333333333,7.78333333333333,9.03333333333333,8.63333333333333,"CW","SR","CW","CW","FP",4.94,494
"138","KLT_E_2009","KLT_E","KLT","E",2009,0,4,2,2,0,0.38,0.38,0.38,0.63,0.13,1,2,1,2,2,134,174,187,201,203,6.48333333333333,6.41666666666667,6.53333333333333,8.13333333333333,8.01666666666667,"SR","FP","EH","FP","EH",4.94,494
"139","KLT_E_2010","KLT_E","KLT","E",2010,0,1,2,7,0,0.13,0.13,0.38,0.13,0.13,2,3,4,1,1,139,149,168,181,190,8.01666666666667,8.06666666666667,7.9,6.56666666666667,6.76666666666667,"SR","SR","SR","TL","TL",3,300
"140","KLT_E_2011","KLT_E","KLT","E",2011,0,1,3,0,4,0.13,0.88,0.63,0.63,0.13,3,3,3,4,3,143,148,162,172,183,8.78333333333333,7.25,7.4,6.61666666666667,7.56666666666667,"CP","SR","CP","CP","CD",3,300
"141","KLT_E_2012","KLT_E","KLT","E",2012,3,3,3,2,3,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.53333333333333,6.68333333333333,8.76666666666667,7.95,7.41666666666667,"SR","CD","SR","SR","CD",3,300
"142","KLT_E_2013","KLT_E","KLT","E",2013,5,5,2,1,6,0.13,0.38,0.38,0.38,0.38,3,1,2,2,2,144,156,168,177,189,6.96666666666667,6.31666666666667,8.08333333333333,6.41666666666667,6.33333333333333,"SR","AM","SR","SR","AM",3,300
"143","KLT_E_2015","KLT_E","KLT","E",2015,0,1,2,1,1,0.88,0.13,0.13,0.38,0.63,4,3,2,2,3,145,161,174,195,215,8.66666666666667,6.36666666666667,6.21666666666667,6.51666666666667,6.31666666666667,"SBN","BSV","SR","BSV","SR",3,300
"144","KLT_E_2016","KLT_E","KLT","E",2016,5,3,2,3,2,0.38,0.13,0.38,0.38,0.38,2,1,4,4,2,151,165,177,192,210,8.48333333333333,8.51666666666667,6.58333333333333,7.33333333333333,6.6,"SBN","JJC","SR","SBN","ACW",3,300
"145","KLT_E_2017","KLT_E","KLT","E",2017,6,3,2,4,5,0.38,0.13,0.13,0.13,0.13,1,3,2,1,2,146,162,178,190,205,9.35,6.06666666666667,6.43333333333333,6.38333333333333,6.61666666666667,"ALL","JJC","ALL","JJC","JD",3,300
"146","KLT_E_2018","KLT_E","KLT","E",2018,3,4,3,1,2,0.13,0.38,0.38,0.13,0.13,1,1,3,1,2,146,161,175,190,202,6.4,6.46666666666667,7.1,7.56666666666667,7.8,"JJC","TMS","SR","TMS","TMS",3,300
"147","KLT_E_2021","KLT_E","KLT","E",2021,4,3,7,7,7,0.38,0.13,0.63,0.38,0.63,3,2,1,1,2,150,166,179,187,199,6.61666666666667,8.3,7.73333333333333,7.25,6.75,"WPT","JJC","HKG","JNA","JEM",3,300
"148","KLT_E_2022","KLT_E","KLT","E",2022,6,2,1,5,4,0.63,0.13,0.38,0.88,0.63,2,2,2,2,4,155,166,177,192,196,6.4,6.43333333333333,6.26666666666667,7.16666666666667,6.63333333333333,"WPT","NGP","JJC","HKG","NGP",3,300
"149","KLT_E_2023","KLT_E","KLT","E",2023,9,7,9,7,5,0.13,0.13,0.63,0.13,0.63,3,2,1,3,1,154,172,178,191,194,6.71666666666667,6.8,8,8.06666666666667,6.4,"WPT","JJC","HKG","JLS","JLS",3,300
"150","KLT_S_2007","KLT_S","KLT","S",2007,1,2,2,2,1,0.63,0.88,0.13,0.13,0.13,3,3,2,2,1,142,150,159,166,177,7.53333333333333,6.25,6.5,8.26666666666667,7.26666666666667,"FP","JF","CB","CW","JF",5.65,565
"151","KLT_S_2008","KLT_S","KLT","S",2008,0,0,1,0,1,0.63,0.38,0.63,0.13,0.38,4,3,3,1,2,134,140,146,153,176,7.9,8.13333333333333,7.46666666666667,8.91666666666667,5.83333333333333,"CW","JF","CW","JF","CW",5.65,565
"152","KLT_S_2009","KLT_S","KLT","S",2009,0,3,4,2,0,0.38,0.13,0.38,0.38,0.13,2,2,1,3,2,134,168,187,201,203,7.33333333333333,7.43333333333333,7.48333333333333,7.7,8.7,"SR","SR","EH","FP","EH",5.65,565
"153","KLT_S_2010","KLT_S","KLT","S",2010,0,3,1,2,0,0.13,0.13,0.38,0.13,0.13,2,3,4,1,1,139,149,168,181,190,8.71666666666667,9.06666666666667,8.53333333333333,7.81666666666667,7.76666666666667,"SR","SR","SR","TL","TL",3,300
"154","KLT_S_2011","KLT_S","KLT","S",2011,0,0,0,3,2,0.13,0.88,0.63,0.38,0.13,3,3,3,4,3,143,148,162,172,183,9.63333333333333,8.15,7.95,7.18333333333333,8.23333333333333,"CP","SR","CP","CP","CD",3,300
"155","KLT_S_2012","KLT_S","KLT","S",2012,3,3,4,4,8,0.38,0.63,0.13,0.38,0.63,4,3,3,2,1,138,147,157,173,181,8.33333333333333,7.68333333333333,9.58333333333333,8.75,8.33333333333333,"SR","CD","SR","SR","CD",3,300
"156","KLT_S_2013","KLT_S","KLT","S",2013,3,3,3,3,9,0.13,0.38,0.38,0.38,0.88,3,1,2,3,2,144,156,168,177,189,7.5,7.5,8.85,7.23333333333333,7.65,"SR","AM","SR","SR","AM",3,300
"157","KLT_S_2015","KLT_S","KLT","S",2015,2,1,1,0,0,0.88,0.13,0.13,0.38,0.63,4,3,3,2,3,145,161,174,195,215,9.88333333333333,7.18333333333333,6.86666666666667,7.45,6.95,"SBN","BSV","SR","BSV","SR",3,300
"158","KLT_S_2016","KLT_S","KLT","S",2016,2,2,1,3,3,0.13,0.13,0.38,0.63,0.38,2,1,3,3,2,151,165,177,192,210,9.51666666666667,9.85,7.3,8.61666666666667,8.55,"SBN","JJC","SR","SBN","ACW",3,300
"159","KLT_S_2017","KLT_S","KLT","S",2017,4,5,1,0,2,0.13,0.13,0.13,0.13,0.13,1,3,2,1,2,148,162,178,190,205,6.03333333333333,7.01666666666667,7.58333333333333,7.53333333333333,7.78333333333333,"ALL","JJC","ALL","JJC","JD",3,300
"160","KLT_S_2018","KLT_S","KLT","S",2018,0,3,0,1,0,0.13,0.38,0.38,0.13,0.13,1,1,3,2,3,146,161,175,190,202,7.6,7.18333333333333,8.23333333333333,8.35,8.45,"JJC","TMS","SR","TMS","TMS",3,300
"161","KLT_S_2021","KLT_S","KLT","S",2021,6,2,3,3,5,0.38,0.13,0.63,0.13,0.13,3,2,1,2,1,150,166,179,187,199,8.5,9.35,9.3,8.75,7.91666666666667,"WPT","JJC","HKG","JNA","JEM",3,300
"162","KLT_S_2022","KLT_S","KLT","S",2022,3,2,3,3,1,0.63,0.13,0.38,0.63,0.63,2,2,1,1,4,155,166,177,192,196,7.68333333333333,7.71666666666667,7.41666666666667,8.26666666666667,7.61666666666667,"WPT","NGP","JJC","HKG","NGP",3,300
"163","KLT_S_2023","KLT_S","KLT","S",2023,2,4,2,1,3,0.13,0.13,0.63,0.13,0.13,3,3,1,3,1,154,172,178,191,194,7.95,7.58333333333333,9.26666666666667,8.95,7.45,"WPT","JJC","HKG","JLS","HKG",3,300
"164","KLT_W_2007","KLT_W","KLT","W",2007,NA,4,2,2,1,0.36,0.88,0.13,0.13,0.13,2.29,4,4,2,1,147.14,150,159,166,177,7.72,6.76666666666667,6.2,7.81666666666667,6.13333333333333,NA,"JF","CB","CW","JF",6.76,676
"165","KLT_W_2008","KLT_W","KLT","W",2008,0,0,0,0,3,0.88,0.63,0.88,0.13,0.13,4,4,3,1,2,134,140,146,153,170,8,8.16666666666667,7.51666666666667,8.93333333333333,8.46666666666667,"JF","SR","JF","CW","FP",6.76,676
"166","KLT_W_2009","KLT_W","KLT","W",2009,0,3,7,0,1,0.38,0.38,0.38,0.38,0.13,2,2,1,2,2,134,174,187,201,203,6.35,6.26666666666667,6.35,8.3,7.95,"SR","FP","EH","FP","EH",6.76,676
"167","KLT_W_2010","KLT_W","KLT","W",2010,0,3,4,5,6,0.13,0.13,0.38,0.13,0.13,2,2,4,1,1,139,149,168,181,190,7.91666666666667,7.93333333333333,7.8,6.35,6.61666666666667,"SR","SR","SR","TL","TL",6,600
"168","KLT_W_2011","KLT_W","KLT","W",2011,1,5,7,6,5,0.13,0.38,0.63,0.38,0.13,3,3,3,4,3,143,148,162,172,183,8.68333333333333,7.13333333333333,7.26666666666667,6.5,7.45,"CP","SR","CP","CP","CD",6,600
"169","KLT_W_2012","KLT_W","KLT","W",2012,8,11,10,9,12,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.38333333333333,6.53333333333333,8.65,7.85,7.31666666666667,"SR","CD","SR","SR","CD",6,600
"170","KLT_W_2013","KLT_W","KLT","W",2013,6,8,6,11,14,0.13,0.38,0.38,0.38,0.38,3,1,1,2,2,144,156,168,177,189,6.86666666666667,6.75,7.95,6.26666666666667,6.18333333333333,"SR","AM","SR","SR","AM",6,600
"171","KLT_W_2015","KLT_W","KLT","W",2015,1,1,3,1,0,0.88,0.13,0.13,0.38,0.63,4,3,2,2,3,145,161,174,195,215,8.51666666666667,6.25,6.08333333333333,6.3,6.21666666666667,"SBN","BSV","SR","BSV","SR",6,600
"172","KLT_W_2016","KLT_W","KLT","W",2016,5,4,6,6,9,0.38,0.13,0.38,0.38,0.38,3,1,3,2,2,151,165,177,192,210,8.26666666666667,8.38333333333333,6.46666666666667,7.06666666666667,6.3,"SBN","JJC","SR","SBN","ACW",6,600
"173","KLT_W_2017","KLT_W","KLT","W",2017,2,2,6,5,1,0.13,0.13,0.13,0.13,0.13,1,3,2,1,1,148,162,178,190,205,7.21666666666667,5.93333333333333,6.2,6.16666666666667,6.46666666666667,"ALL","JJC","ALL","JJC","JD",6,600
"174","KLT_W_2018","KLT_W","KLT","W",2018,5,4,0,1,6,0.13,0.38,0.38,0.13,0.13,1,1,3,1,2,146,161,175,190,202,6.11666666666667,6.18333333333333,6.98333333333333,7.41666666666667,7.65,"JJC","TMS","SR","TMS","TMS",6,600
"175","KLT_W_2021","KLT_W","KLT","W",2021,4,3,4,6,16,0.38,0.13,0.63,0.38,0.63,3,2,1,1,2,150,166,179,187,199,6.23333333333333,8.13333333333333,7.56666666666667,6.96666666666667,6.53333333333333,"WPT","JJC","HKG","JNA","JEM",6,600
"176","KLT_W_2022","KLT_W","KLT","W",2022,2,3,5,1,3,0.63,0.13,0.38,0.88,0.63,2,2,2,2,4,155,166,177,192,196,6.15,6.13333333333333,6.06666666666667,6.96666666666667,6.45,"WPT","NGP","JJC","HKG","NGP",6,600
"177","KLT_W_2023","KLT_W","KLT","W",2023,12,8,8,6,11,0.13,0.13,0.63,0.13,0.63,3,1,1,3,1,154,172,178,191,194,6.53333333333333,6.65,7.8,7.9,6.16666666666667,"WPT","JJC","HKG","JLS","HKG",6,600
"178","LTR_C_2009","LTR_C","LTR","C",2009,3,3,0,0,0,0.13,0.13,0.88,0.13,0.88,1,1,3,1,4,155,160,167,188,190,8.41666666666667,6.68333333333333,6.66666666666667,7.9,8.13333333333333,"SR","EH","SR","EH","SR",5.97,597
"179","LTR_C_2010","LTR_C","LTR","C",2010,0,2,2,0,1,0.13,0.13,0.13,0.38,0.63,1,1,3,5,3,145,152,160,177,189,8.26666666666667,8.66666666666667,6.75,8.31666666666667,6.63333333333333,"SR","TL","SR","SR","SR",5,500
"180","LTR_C_2011","LTR_C","LTR","C",2011,0,1,0,1,1,0.38,0.38,0.13,0.63,0.13,4,4,3,3,3,146,154,158,171,182,7.25,6.75,8.21666666666667,8.53333333333333,6.9,"SR","CP","SR","CD","SR",5,500
"181","LTR_C_2012","LTR_C","LTR","C",2012,3,2,6,7,11,0.88,0.38,0.13,0.13,0.38,5,4,2,4,4,141,148,159,171,178,6.35,8.7,6.36666666666667,6.55,6.66666666666667,"CD","SR","CD","SR","CD",5,500
"182","LTR_C_2013","LTR_C","LTR","C",2013,0,4,5,5,4,0.88,0.13,0.88,0.38,0.88,2.29,1,1,1,2,143,154,163,178,189,7.1,6.96666666666667,6.21666666666667,6.63333333333333,8.16666666666667,"SR","AM","CD","CD","AM",5,500
"183","LTR_C_2014","LTR_C","LTR","C",2014,2,5,0,1,0,0.13,0.63,0.88,0.88,0.13,2,1,3,2,1,137,151,163,181,198,6.5,6.1,6.1,5.95,6.35,"CD","CD","CD","CD","CD",5,500
"184","LTR_C_2015","LTR_C","LTR","C",2015,0,0,5,4,4,0.88,0.63,0.13,0.63,0.38,3,3,3,4,2,149,157,174,194,214,9.75,6.51666666666667,8.68333333333333,8.4,7.23333333333333,"BSV","SR","BSV","SR","BSV",5,500
"185","LTR_C_2016","LTR_C","LTR","C",2016,0,3,2,2,4,0.13,0.38,0.38,0.38,0.38,2,1,1,2,2,149,164,180,195,213,7.33333333333333,6.21666666666667,8.16666666666667,6.05,6.48333333333333,"SR","JJC","ACW","SBN","JJC",5,500
"186","LTR_C_2017","LTR_C","LTR","C",2017,1,1,1,1,1,0.13,0.13,0.13,0.38,0.38,3,3,2,1,1,147,161,175,188,204,5.76666666666667,6.4,8.56666666666667,9.05,8.3,"JD","JD","JJC","JD","JD",5,500
"187","LTR_C_2018","LTR_C","LTR","C",2018,1,5,4,4,1,0.13,0.88,0.88,0.13,0.63,1,4,5,1,2,146,160,173,189,199,7.9,6.65,6.3,7.76666666666667,6.28333333333333,"TMS","SR","BJE","TMS","JJC",5,500
"188","LTR_C_2021","LTR_C","LTR","C",2021,0,1,3,1,0,0.38,0.13,0.63,0.88,0.13,1,2,1,3,1,153,166,178,192,201,6.06666666666667,5.93333333333333,6.08333333333333,8.08333333333333,6.31666666666667,"JJC","WPT","JEM","JNA","JEM",5,500
"189","LTR_C_2022","LTR_C","LTR","C",2022,0,0,2,0,0,0.13,0.63,0.13,0.13,0.88,3,3,1,2,1,158,166,180,191,198,7.58333333333333,6.36666666666667,6.08333333333333,6.38333333333333,8.11666666666667,"NGP","JJC","HKG","JLS","JJC",5,500
"190","LTR_C_2023","LTR_C","LTR","C",2023,0,2,0,1,1,0.88,0.63,0.38,0.88,0.38,2,2,2,4,3,158,168,178,189,200,7.15,8.66666666666667,6.16666666666667,6.48333333333333,6.46666666666667,"WPT","JJC","WPT","HKG","JLS",5,500
"191","LTR_E_2009","LTR_E","LTR","E",2009,1,0,0,0,1,0.13,0.13,0.88,0.13,0.88,1,1,3,1,4,155,160,167,188,190,8.56666666666667,7.88333333333333,7.58333333333333,8.65,8.35,"SR","EH","SR","EH","SR",6.36,636
"192","LTR_E_2011","LTR_E","LTR","E",2011,0,0,0,1,2,0.38,0.38,0.13,0.38,0.13,4,3,3,4,3,146,154,158,171,182,7.96666666666667,7.45,8.86666666666667,9.3,7.63333333333333,"SR","CP","SR","CD","SR",6,600
"193","LTR_E_2012","LTR_E","LTR","E",2012,3,7,8,4,8,0.88,0.38,0.38,0.13,0.13,4,4,2,4,4,141,148,159,171,178,7.26666666666667,8.7,7.36666666666667,7.65,7.53333333333333,"CD","SR","CD","SR","CD",6,600
"194","LTR_E_2013","LTR_E","LTR","E",2013,0,4,2,6,5,0.88,0.13,0.88,0.38,0.38,3,1,3,1,2,143,154,163,178,189,7.65,8.1,7.16666666666667,7.51666666666667,9.08333333333333,"SR","AM","CD","CD","AM",6,600
"195","LTR_E_2014","LTR_E","LTR","E",2014,0,4,0,1,1,0.13,0.63,0.88,0.63,0.13,2,1,3,3,1,137,151,163,181,198,7.26666666666667,7.33333333333333,6.78333333333333,6.75,7.13333333333333,"CD","CD","CD","CD","CD",6,600
"196","LTR_E_2015","LTR_E","LTR","E",2015,0,0,0,0,2,0.88,0.63,0.13,0.13,0.38,3,2,3,4,2,149,157,174,195,214,9.85,7.13333333333333,9.43333333333333,7.56666666666667,7.93333333333333,"SBN","SR","BSV","SR","BSV",6,600
"197","LTR_E_2016","LTR_E","LTR","E",2016,0,2,8,4,4,0.13,0.38,0.38,0.38,0.38,2,1,1,3,2,149,164,180,195,213,8.11666666666667,7.56666666666667,9.33333333333333,7.18333333333333,7.36666666666667,"SR","JJC","ACW","SBN","JJC",6,600
"198","LTR_E_2017","LTR_E","LTR","E",2017,3,2,3,2,15,0.88,0.13,0.13,0.13,0.13,1,3,2,3,1,147,161,175,190,204,8.5,6.65,8.73333333333333,8.76666666666667,9.26666666666667,"ALL","JD","JJC","JD","JD",6,600
"199","LTR_E_2018","LTR_E","LTR","E",2018,1,4,3,5,7,0.13,0.88,0.88,0.13,0.63,1,4,4,1,1,126,160,173,189,199,8.71666666666667,7.26666666666667,7.06666666666667,8.5,7.1,"TMS","SR","BJE","TMS","JJC",6,600
"200","LTR_E_2021","LTR_E","LTR","E",2021,0,2,4,1,3,0.38,0.13,0.63,0.88,0.13,1,2,1,3,1,153,166,178,192,201,7.31666666666667,7.96666666666667,7.21666666666667,9.06666666666667,7.83333333333333,"JJC","WPT","JEM","JNA","JEM",6,600
"201","LTR_E_2022","LTR_E","LTR","E",2022,NA,0,4,1,0,0.36,0.63,0.38,0.13,0.88,2.29,1,2,3,2,147.14,166,180,191,198,7.72,6.98333333333333,7.2,7.6,9.1,NA,"JJC","HKG","JLS","JJC",6,600
"202","LTR_E_2023","LTR_E","LTR","E",2023,2,2,1,2,2,0.88,0.63,0.63,0.88,0.38,2,2,2,2,3,158,168,178,189,200,7.61666666666667,9.31666666666667,7.48333333333333,7.75,7.51666666666667,"WPT","JJC","WPT","HKG","JLS",6,600
"203","LTR_W_2007","LTR_W","LTR","W",2007,0,2,1,0,1,0.13,0.13,0.13,0.13,0.13,2,2,3,2,2,141,149,155,165,177,9.7,8.11666666666667,6.46666666666667,6.43333333333333,8.3,"FP","CW","JF","CW","FP",6.53,653
"204","LTR_W_2009","LTR_W","LTR","W",2009,2,4,1,1,1,0.13,0.13,0.88,0.13,0.88,1,1,2,1,3,155,160,167,188,190,9.33333333333333,6.88333333333333,6.85,8.01666666666667,7.7,"SR","EH","SR","EH","SR",6.53,653
