"","year","Species","KLN","PYN","LTR","PYS","PYW","235","RCH2014","RIS","RIN","GIL","BSH","KLT","RNR","Obl_Fac"
"247",2015,"AMRO",0,0.1,0.06,0.11,0,0.04,0.12,0.08,0,0.13,0.33,0.17,0.13,"Other Shrubland"
"248",2015,"NOMO",0,0,0.12,0.11,0,0.04,0,0.08,0,0.26,0,0,0,"Other Shrubland"
"249",2016,"BOBO",0.55,0.2,0.18,1.44,0.67,0.96,0.25,0.31,0,0,1,1.08,0.67,"Obligate"
"250",2016,"DICK",0.36,0.2,0.65,0.44,0.67,1.2,1,0.69,0.17,0.77,2,1.17,1.07,"Obligate"
"251",2016,"EAME",0.36,0.7,0.41,1,0.53,0.36,0.62,0.62,0.17,0.52,0.17,0.17,0,"Obligate"
"252",2016,"GRSP",0.55,0.4,0.53,0.22,1.07,0.88,0.62,0.31,0.17,0.39,0.17,0.33,0.4,"Obligate"
"253",2016,"HESP",0.36,0,0.18,0.33,0.27,0.04,0.38,0.23,0.5,0,0.17,0,0.13,"Obligate"
"254",2016,"SEWR",0.18,0,0,0,0,0.12,0,0.08,0.17,0,0.33,0.83,0.53,"Obligate"
"255",2016,"GRPC",0,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"256",2016,"VESP",0,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"257",2016,"LASP",0,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"258",2016,"UPSA",0.09,0,0,0,0,0.12,0,0,0,0,0,0,0,NA
"259",2016,"BHCO",0.27,0.2,0.41,0.11,0,0.4,0.5,0.54,0,0.77,0.5,0.33,0.53,"Facultative"
"260",2016,"RWBL",0.45,0.2,0.65,0.11,0.27,0.72,0.5,0.23,0.33,0.13,1.17,1,0.4,"Facultative"
"261",2016,"COYE",0,0,0,0,0,0.08,0.12,0.15,0.33,0.26,0.83,0.33,0.27,"Facultative"
"262",2016,"FISP",0,0.2,0.41,0.11,0.27,0.28,0.62,0.31,0.33,0.52,0.33,0,0.8,"Facultative"
"263",2016,"BARS",0,0,0,0.11,0,0.04,0,0,0,0,0,0,0,"Facultative"
"264",2016,"EAKI",0.09,0.1,0.47,0.33,0.27,0.16,0.75,0.23,0.5,0.13,0.67,0.17,0.4,"Facultative"
"265",2016,"MODO",0,0.1,0.06,0.11,0,0.04,0,0.08,0.33,0.13,0,0,0,"Facultative"
"266",2016,"NOBO",0,0,0.06,0.22,0,0.08,0,0,0.17,0,0.17,0,0,"Facultative"
"267",2016,"LOSH",0.18,0.3,0.12,0,0,0.08,0,0.08,0,0.13,0,0.08,0,"Facultative"
"268",2016,"EABL",0,0,0,0,0,0,0,0,0,0.13,0,0,0,"Facultative"
"269",2016,"KILL",0.45,0.2,0,0,0,0.08,0,0,0,0,0,0,0,"Facultative"
"270",2016,"HOLA",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"271",2016,"TUVU",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"272",2016,"AMKE",0,0,0,0.11,0,0,0,0,0,0,0,0,0,"Facultative"
"273",2016,"BEVI",0,0,0,0,0,0,0,0.08,0.17,0,0,0,0,"Other Shrubland"
"274",2016,"WIFL",0,0,0,0,0,0,0,0,0,0,0,0.08,0,"Other Shrubland"
"275",2016,"GRCA",0,0.1,0.06,0,0,0.04,0.25,0.23,0.33,0.26,0.17,0.08,0.27,"Other Shrubland"
"276",2016,"BRTH",0.18,0.1,0.18,0.11,0,0.08,0,0,0,0.13,0,0.17,0,"Other Shrubland"
"277",2016,"OROR",0.09,0.1,0.24,0,0,0,0.38,0,0,0.13,0,0.08,0,"Other Shrubland"
"278",2016,"AMRO",0.09,0.1,0.24,0,0,0,0.38,0,0,0.13,0,0.08,0,"Other Shrubland"
"279",2016,"NOMO",0,0.3,0.24,0,0,0,0,0,0,0.39,0,0,0,"Other Shrubland"
"280",2017,"BOBO",0.27,0.2,0.06,0.56,0.8,0.48,0.12,0.38,0,0,0.17,0.25,0.4,"Obligate"
"281",2017,"DICK",0.09,0.5,0.94,0.33,0.27,0.92,1.25,0.15,0.67,0.65,0.83,1,0.93,"Obligate"
"282",2017,"EAME",0.27,0.8,0.35,0.44,0.4,0.36,0.25,0.54,0,0.39,0.17,0.17,0.13,"Obligate"
"283",2017,"GRSP",0.55,0.6,0.53,0.67,0.53,0.52,0.5,0.54,0.33,0.13,0,0.33,0.53,"Obligate"
"284",2017,"HESP",0.18,0.1,0.18,0.89,0.67,0.2,0.5,0.23,0.17,0.13,0,0.5,0.27,"Obligate"
"285",2017,"SEWR",0.09,0.1,0,0,0,0.24,0.12,0,0.33,0.13,0.33,1,0.67,"Obligate"
"286",2017,"GRPC",0.09,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"287",2017,"VESP",0,0,0,0,0,0,0,0,0.33,0,0,0,0,"Obligate"
"288",2017,"LASP",0,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"289",2017,"UPSA",0.18,0,0,0,0,0.12,0,0,0,0,0,0,0,NA
"290",2017,"BHCO",0,0.3,0.35,0.11,0.27,0.2,0.62,0.38,0.5,0.52,0.33,0.5,0.53,"Facultative"
"291",2017,"RWBL",0.18,0.5,0.53,0.11,0.13,0.56,0.25,0.38,0.83,0,0.17,0.92,1.07,"Facultative"
"292",2017,"COYE",0,0.1,0,0,0,0.08,0.12,0.23,0.67,0.65,1.5,0.92,0.27,"Facultative"
"293",2017,"FISP",0,0.2,0.29,0.44,0.4,0.12,1,0.85,0.17,1.03,0.67,0.08,0.53,"Facultative"
"294",2017,"BARS",0,0,0,0.11,0,0,0,0,0.17,0,0,0,0,"Facultative"
"295",2017,"EAKI",0.18,0.2,0.18,0.11,0.13,0.04,0.5,0.38,0.5,0.26,0.17,0.42,0.13,"Facultative"
"296",2017,"MODO",0,0.1,0,0,0,0.04,0,0.08,1,0.13,0,0,0,"Facultative"
"297",2017,"NOBO",0.09,0.2,0.12,0.11,0,0.04,0.12,0.08,0.17,0.13,0.17,0,0.13,"Facultative"
"298",2017,"LOSH",0,0.3,0.06,0,0,0.04,0,0,0,0.39,0,0,0,"Facultative"
"299",2017,"EABL",0,0.1,0.06,0.11,0,0,0,0,0,0,0,0,0,"Facultative"
"300",2017,"KILL",0,0,0.12,0,0,0,0,0,0,0,0,0,0,"Facultative"
"301",2017,"HOLA",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"302",2017,"TUVU",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"303",2017,"AMKE",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"304",2017,"BEVI",0,0,0,0,0,0.04,0,0.08,0,0,0.17,0.08,0,"Other Shrubland"
"305",2017,"WIFL",0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,"Other Shrubland"
"306",2017,"GRCA",0,0.2,0.18,0,0.13,0,0.25,0.31,0.33,0.65,0,0.17,0.13,"Other Shrubland"
"307",2017,"BRTH",0.18,0.4,0.12,0,0,0.08,0.25,0.08,0,0.13,0,0,0,"Other Shrubland"
"308",2017,"OROR",0,0.3,0.12,0,0.13,0.04,0.12,0.08,0,0,0,0.17,0,"Other Shrubland"
"309",2017,"AMRO",0,0.3,0.12,0,0.13,0.04,0.12,0.08,0,0,0,0.17,0,"Other Shrubland"
"310",2017,"NOMO",0,0.4,0.35,0,0,0,0,0.15,0,0,0,0,0,"Other Shrubland"
"311",2018,"BOBO",0.55,0.1,0.24,0.56,0.8,0.6,0.38,0.08,0.17,0,NA,0.42,NA,"Obligate"
"312",2018,"DICK",0.18,0.8,0.59,0.44,0.4,1.28,1,0.23,0.67,0.65,NA,0.92,NA,"Obligate"
"313",2018,"EAME",0.45,0.8,0.24,0.22,0.27,0.44,0.38,0.38,0.33,0.39,NA,0.17,NA,"Obligate"
"314",2018,"GRSP",0.55,0.6,0.59,0.67,0.8,0.76,0.5,0.54,0.33,0.39,NA,0,NA,"Obligate"
"315",2018,"HESP",0.45,0,0,0.11,0.13,0.52,0.25,0.08,0.83,0.13,NA,0.42,NA,"Obligate"
"316",2018,"SEWR",0.18,0,0,0,0,0,0,0,0.17,0,NA,0.75,NA,"Obligate"
"317",2018,"GRPC",0,0,0,0,0,0.04,0,0,0,0,NA,0,NA,"Obligate"
"318",2018,"VESP",0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Obligate"
"319",2018,"LASP",0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Obligate"
"320",2018,"UPSA",0.09,0,0,0,0,0.28,0,0,0,0,NA,0,NA,NA
"321",2018,"BHCO",0.45,0.1,0.24,0.33,0.13,0.28,0.25,0.23,0.83,0.26,NA,0.58,NA,"Facultative"
"322",2018,"RWBL",0.18,0.2,0.29,0,0.13,0.44,0.5,0.23,1.17,0,NA,0.92,NA,"Facultative"
"323",2018,"COYE",0,0,0.06,0,0.13,0.04,0.25,0.23,0.5,0.26,NA,0.92,NA,"Facultative"
"324",2018,"FISP",0,0.8,0.47,0.33,0.4,0.12,1,0.46,0.17,0.9,NA,0.08,NA,"Facultative"
"325",2018,"BARS",0,0,0,0.11,0.13,0,0,0,0.33,0,NA,0,NA,"Facultative"
"326",2018,"EAKI",0.18,0.2,0.24,0.11,0.4,0.04,0.12,0.54,0.33,0.39,NA,0.08,NA,"Facultative"
"327",2018,"MODO",0,0.1,0,0,0,0,0,0.08,0,0.26,NA,0.08,NA,"Facultative"
"328",2018,"NOBO",0,0.1,0,0.22,0,0.04,0,0.08,0,0,NA,0,NA,"Facultative"
"329",2018,"LOSH",0,0,0,0,0,0.04,0,0.15,0,0.13,NA,0,NA,"Facultative"
"330",2018,"EABL",0,0,0.06,0,0.13,0,0,0,0,0,NA,0,NA,"Facultative"
"331",2018,"KILL",0,0.1,0.18,0,0,0,0,0,0,0,NA,0,NA,"Facultative"
"332",2018,"HOLA",0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Facultative"
"333",2018,"TUVU",0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Facultative"
"334",2018,"AMKE",0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Facultative"
"335",2018,"BEVI",0,0,0,0,0,0,0,0.08,0.17,0,NA,0,NA,"Other Shrubland"
"336",2018,"WIFL",0,0,0,0,0,0,0,0.08,0,0,NA,0.17,NA,"Other Shrubland"
"337",2018,"GRCA",0,0.1,0.24,0.11,0.27,0.04,0.25,0.23,0.67,0.65,NA,0.33,NA,"Other Shrubland"
"338",2018,"BRTH",0.09,0.2,0.18,0.11,0.13,0.04,0,0.23,0.17,0.13,NA,0,NA,"Other Shrubland"
"339",2018,"OROR",0.09,0.1,0,0,0,0,0.12,0.08,0,0,NA,0.08,NA,"Other Shrubland"
"340",2018,"AMRO",0.09,0.1,0,0,0,0,0.12,0.08,0,0,NA,0.08,NA,"Other Shrubland"
"341",2018,"NOMO",0,0.2,0.06,0,0.13,0,0,0.15,0,0.13,NA,0,NA,"Other Shrubland"
"342",2021,"BOBO",0.09,0,0,1,0.27,0.6,0.38,0.39,0,0.39,0.67,1.08,NA,"Obligate"
"343",2021,"DICK",0,0.4,0.47,1.11,0.8,1.2,0.5,1.1,1.67,3.23,2.67,2.33,NA,"Obligate"
"344",2021,"EAME",0.37,0.4,0.41,0.22,0.13,0.4,0.12,0.24,0,0.13,0,0.17,NA,"Obligate"
"345",2021,"GRSP",0.56,1.1,1.18,2,1.6,0.72,1.38,0.78,0.33,1.55,0,0.17,NA,"Obligate"
"346",2021,"HESP",0,0,0.06,0,0.13,0.08,0,0,0,0,0,0.42,NA,"Obligate"
"347",2021,"SEWR",0,0,0,0,0,0.04,0,0,0,0,1,0.42,NA,"Obligate"
"348",2021,"GRPC",0,0,0,0,0,0.4,0,0,0,0,0,0.42,NA,"Obligate"
"349",2021,"VESP",0,0,0,0,0,0,0,0,0,0,0,0,NA,"Obligate"
"350",2021,"LASP",0,0,0.06,0,0,0,0,0,0,0,0,0,NA,"Obligate"
"351",2021,"UPSA",0.09,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"352",2021,"BHCO",0.19,0.9,0.12,0.22,0.13,0.44,0,0.47,0,1.03,0.67,0.33,NA,"Facultative"
"353",2021,"RWBL",0.37,0.5,0.12,0.11,0.13,0.52,0.38,0.55,1.33,1.42,0.67,1.67,NA,"Facultative"
"354",2021,"COYE",0,0,0.06,0,0.13,0.04,0.12,0.47,0.67,0.39,2.17,0.5,NA,"Facultative"
"355",2021,"FISP",0,0.1,0.76,0.67,0.53,0.08,1,1.8,0.33,0.65,0.67,0.08,NA,"Facultative"
"356",2021,"BARS",0,0,0,0,0.13,0,0,0,0,0,0,0,NA,"Facultative"
"357",2021,"EAKI",0.19,0.3,0.12,0.11,0.27,0.08,0.25,0.31,0.33,0.13,0,0.08,NA,"Facultative"
"358",2021,"MODO",0,0,0,0,0,0,0,0,0.67,0.13,0,0.08,NA,"Facultative"
"359",2021,"NOBO",0,0,0,0,0.13,0.04,0,0,0,0,0.33,0.08,NA,"Facultative"
"360",2021,"LOSH",0.09,0,0.18,0,0,0.08,0,0,0,0,0,0,NA,"Facultative"
"361",2021,"EABL",0,0,0.18,0,0.27,0,0,0,0,0,0,0,NA,"Facultative"
"362",2021,"KILL",0,0,0,0,0,0,0,0,0,0,0.17,0,NA,"Facultative"
"363",2021,"HOLA",0,0,0,0,0,0,0,0,0,0,0,0,NA,"Facultative"
"364",2021,"TUVU",0,0,0,0,0,0,0.38,0,0,0,0,0,NA,"Facultative"
"365",2021,"AMKE",0,0,0,0,0,0,0,0,0,0,0,0,NA,"Facultative"
"366",2021,"BEVI",0,0,0.12,0,0,0,0,0.16,0,0,0.17,0,NA,"Other Shrubland"
"367",2021,"WIFL",0,0,0.12,0,0,0.12,0,0.08,0.33,0,0,0.25,NA,"Other Shrubland"
"368",2021,"GRCA",0,0.3,0.18,0,0.13,0.04,0.25,0.86,0.5,0.52,0.33,0.25,NA,"Other Shrubland"
"369",2021,"BRTH",0,0.2,0.18,0.11,0.13,0.16,0.12,0.08,0.17,0.13,0.17,0,NA,"Other Shrubland"
"370",2021,"OROR",0.19,0.2,0.12,0,0,0.04,0.12,0.08,0,0,0.17,0.08,NA,"Other Shrubland"
"371",2021,"AMRO",0.19,0.2,0.12,0,0,0.04,0.12,0.08,0,0,0.17,0.08,NA,"Other Shrubland"
"372",2021,"NOMO",0,0.1,0.24,0,0,0,0,0,0,0,0,0,NA,"Other Shrubland"
"373",2022,"BOBO",0,0,0.09,0.78,0.93,0.48,NA,0.47,0,0.13,0.17,1.25,NA,"Obligate"
"374",2022,"DICK",0,0.8,0.64,0.78,2.13,1.16,NA,1.1,1,1.94,1.33,0.92,NA,"Obligate"
"375",2022,"EAME",0.56,0.4,0.36,0.44,0.4,0.4,NA,0.16,0.17,0.26,0,0.42,NA,"Obligate"
"376",2022,"GRSP",0.65,1.3,0.45,1.11,1.07,0.56,NA,0.31,0.33,0.13,0,0,NA,"Obligate"
"377",2022,"HESP",0.19,0,0.18,0,0.13,0.12,NA,0,0.67,0.13,0,0.5,NA,"Obligate"
"378",2022,"SEWR",0,0,0,0,0,0,NA,0,0,0.52,1,0.75,NA,"Obligate"
"379",2022,"GRPC",0.09,0,0,0,0,0.04,NA,0,0.17,0,0,0,NA,"Obligate"
"380",2022,"VESP",0,0,0,0,0,0,NA,0,0,0,0,0,NA,"Obligate"
"381",2022,"LASP",0,0,0,0,0,0,NA,0,0,0,0,0,NA,"Obligate"
"382",2022,"UPSA",0.09,0,0,0,0,0.12,NA,0,0,0,0,0,NA,NA
"383",2022,"BHCO",0.37,0.6,0.27,0.22,0.27,0.56,NA,0.47,0.17,0.77,0.17,0.25,NA,"Facultative"
"384",2022,"RWBL",0.28,0.6,0.09,0.33,0.13,0.2,NA,0.24,1.17,0.26,0.33,1.08,NA,"Facultative"
"385",2022,"COYE",0,0,0.09,0.11,0,0.04,NA,0.39,0.5,0.52,0.83,0.5,NA,"Facultative"
"386",2022,"FISP",0.19,0.2,1.18,0.44,0.53,0.12,NA,1.57,1.33,0.52,0.67,0,NA,"Facultative"
"387",2022,"BARS",0,0,0,0.11,0,0,NA,0,0,0,0,0,NA,"Facultative"
"388",2022,"EAKI",0.09,0.2,0.36,0.33,0.27,0.04,NA,0.16,0.33,0.13,0.67,0,NA,"Facultative"
"389",2022,"MODO",0,0.1,0.09,0,0,0.04,NA,0,1,0,0,0,NA,"Facultative"
"390",2022,"NOBO",0,0,0,0,0,0,NA,0.08,0.17,0.13,0,0,NA,"Facultative"
"391",2022,"LOSH",0,0,0.18,0,0,0,NA,0,0,0,0,0,NA,"Facultative"
"392",2022,"EABL",0,0.1,0.09,0,0,0,NA,0,0,0,0,0,NA,"Facultative"
"393",2022,"KILL",0.19,0,0,0,0,0,NA,0.08,0,0,0,0,NA,"Facultative"
"394",2022,"HOLA",0,0,0,0,0,0,NA,0,0,0,0,0,NA,"Facultative"
"395",2022,"TUVU",0,0,0.27,0,0,0,NA,0,0,0,0,0,NA,"Facultative"
"396",2022,"AMKE",0,0,0,0,0,0,NA,0,0,0,0,0,NA,"Facultative"
"397",2022,"BEVI",0,0,0,0,0,0,NA,0.16,0.17,0,0,0,NA,"Other Shrubland"
"398",2022,"WIFL",0,0,0,0,0,0.04,NA,0.08,0,0,0,0.08,NA,"Other Shrubland"
"399",2022,"GRCA",0,0.5,0.27,0,0.27,0.08,NA,0.39,0.83,0.77,0.17,0.17,NA,"Other Shrubland"
"400",2022,"BRTH",0,0.3,0.36,0.11,0,0.12,NA,0.08,0,0,0,0,NA,"Other Shrubland"
"401",2022,"OROR",0,0.2,0,0,0,0.08,NA,0.16,0.17,0,0.17,0.08,NA,"Other Shrubland"
"402",2022,"AMRO",0,0.2,0,0,0,0.08,NA,0.16,0.17,0,0.17,0.08,NA,"Other Shrubland"
"403",2022,"NOMO",0,0.1,0.18,0,0,0,NA,0,0.17,0,0,0,NA,"Other Shrubland"
"404",2023,"BOBO",0.19,0.4,0.06,0.44,0.53,0.32,0.25,0,0.17,0.13,0.33,0.5,0,"Obligate"
"405",2023,"DICK",0.47,0.3,0.24,0.22,0.93,1.48,0.75,0.78,0.17,1.68,0.83,1.92,0.53,"Obligate"
"406",2023,"EAME",0.84,0.7,0.24,0.44,0.4,0.6,0.25,0.08,0.17,0,0,0.17,0,"Obligate"
"407",2023,"GRSP",0.56,1.4,0.59,1.11,1.07,0.72,0.12,0.47,0.33,0.13,0,0,0.4,"Obligate"
"408",2023,"HESP",0,0,0,0,0,0.08,0,0.39,0.33,0,0,0,0.4,"Obligate"
"409",2023,"SEWR",0,0,0,0,0,0.12,0,0,0.17,0,0,0,0,"Obligate"
"410",2023,"GRPC",0,0,0,0,0,0,0,0,0,0,0,0,0,"Obligate"
"411",2023,"VESP",0,0,0.06,0,0,0,0,0.08,0,0,0.17,0,0,"Obligate"
"412",2023,"LASP",0,0,0.18,0,0,0,0,0,0,0,0,0,0,"Obligate"
"413",2023,"UPSA",0.28,0,0,0,0,0.12,0,0,0,0,0,0,0,NA
"414",2023,"BHCO",0.93,0.3,0.47,0.11,0.4,0.92,0.62,0.47,0.33,1.03,0.5,0.33,0.4,"Facultative"
"415",2023,"RWBL",0.74,1.5,0.65,0.33,0,0.6,0.12,0,0.83,2.06,0.17,1.42,0.67,"Facultative"
"416",2023,"COYE",0,0.1,0.06,0.11,0,0.04,0.12,0.31,1,0.52,0.67,0.25,0.53,"Facultative"
"417",2023,"FISP",0,0.1,0.71,0.22,0.67,0.2,1.38,1.25,0.33,1.29,1,0,1.33,"Facultative"
"418",2023,"BARS",0,0,0,0.11,0,0.04,0,0,0,0,0,0,0,"Facultative"
"419",2023,"EAKI",0,0.2,0.29,0.11,0.27,0.08,0.62,0,0.5,0,0.5,0.08,0.27,"Facultative"
"420",2023,"MODO",0,0,0.06,0,0.13,0.12,0,0,0.17,0.26,0,0,0,"Facultative"
"421",2023,"NOBO",0,0,0,0,0,0.04,0,0.08,0.17,0.39,0.17,0,0,"Facultative"
"422",2023,"LOSH",0.09,0.1,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"423",2023,"EABL",0,0.2,0.41,0,0,0,0,0.08,0,0,0,0,0,"Facultative"
"424",2023,"KILL",0,0,0.06,0,0,0.08,0,0,0,0,0,0,0,"Facultative"
"425",2023,"HOLA",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"426",2023,"TUVU",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"427",2023,"AMKE",0,0,0,0,0,0,0,0,0,0,0,0,0,"Facultative"
"428",2023,"BEVI",0,0.1,0,0,0,0,0,0.16,0.17,0,0,0,0.13,"Other Shrubland"
"429",2023,"WIFL",0,0,0,0,0,0.04,0,0,0,0.13,0,0.08,0,"Other Shrubland"
"430",2023,"GRCA",0,0.3,0.18,0.11,0,0.04,0.25,0.86,0.5,0.65,0.17,0.08,0.67,"Other Shrubland"
"431",2023,"BRTH",0.09,0.4,0.35,0,0.13,0.2,0,0.16,0,0.13,0,0,0,"Other Shrubland"
"432",2023,"OROR",0,0.2,0.12,0,0.13,0.2,0.25,0,0,0.13,0,0.17,0.13,"Other Shrubland"
"433",2023,"AMRO",0,0.2,0.12,0,0.13,0.2,0.25,0,0,0.13,0,0.17,0.13,"Other Shrubland"
"434",2023,"NOMO",0,0.4,0.24,0.11,0.13,0.08,0,0,0,0,0,0,0,"Other Shrubland"
