"","past_pat_year_visit","Tot_Abund","Obl_Abund","Obl_Fac_Abund","Tot_Rich","Obl_Rich","Obl_Fac_Rich","past_pat_year","observer","start_time","clouds","wind","precipitation","cattle_interference","julian_date","year","pasture_id","patch_id","visit","area_surveyed","transect_length"
"598","KLN_C_2013_2",6,6,6,3,3,3,"KLN_C_2013","AM",6.95,"Overcast","0-1","None",FALSE,156,2013,"KLN","C","2",4,400
"599","KLN_C_2013_3",5,3,5,3,2,3,"KLN_C_2013","SR",7.58333333333333,"P. Cloudy","0-1","None",FALSE,168,2013,"KLN","C","3",4,400
"600","KLN_C_2013_4",9,4,9,3,2,3,"KLN_C_2013","AM",6.63333333333333,"Clear","1-3","None",FALSE,177,2013,"KLN","C","4",4,400
"601","KLN_C_2013_5",16,15,16,5,4,5,"KLN_C_2013","CD",8.61666666666667,"P. Cloudy","8-12","None",FALSE,194,2013,"KLN","C","5",4,400
"602","KLN_C_2014_1",2,2,2,1,1,1,"KLN_C_2014","CD",8.18333333333333,"P. Cloudy","1-3","None",FALSE,141,2014,"KLN","C","1",4,400
"603","KLN_C_2014_2",2,1,2,2,1,2,"KLN_C_2014","SR",6.76666666666667,"Clear","8-12","None",FALSE,152,2014,"KLN","C","2",4,400
"604","KLN_C_2014_3",1,1,1,1,1,1,"KLN_C_2014","CD",6.75,"M. Cloudy","4-7","None",FALSE,168,2014,"KLN","C","3",4,400
"605","KLN_C_2014_4",4,4,4,2,2,2,"KLN_C_2014","CD",7.11666666666667,"Clear","1-3","None",FALSE,184,2014,"KLN","C","4",4,400
"606","KLN_C_2014_5",3,3,3,1,1,1,"KLN_C_2014","ORG",6.38333333333333,"P. Cloudy","0-1","None",FALSE,200,2014,"KLN","C","5",4,400
"607","KLN_C_2015_1",4,4,4,3,3,3,"KLN_C_2015","BSV",8.95,"M. Cloudy","8-12","None",FALSE,145,2015,"KLN","C","1",4,400
"608","KLN_C_2015_2",3,3,3,2,2,2,"KLN_C_2015","SR",6.01666666666667,"Clear","4-7","None",FALSE,159,2015,"KLN","C","2",4,400
"609","KLN_C_2015_3",3,2,3,3,2,3,"KLN_C_2015","SR",6.7,"M. Cloudy","8-12","None",FALSE,173,2015,"KLN","C","3",4,400
"610","KLN_C_2015_4",5,5,5,3,3,3,"KLN_C_2015","SR",6.36666666666667,"Clear","8-12","None",FALSE,195,2015,"KLN","C","4",4,400
"611","KLN_C_2015_5",4,4,4,2,2,2,"KLN_C_2015","SR",7.51666666666667,"M. Cloudy","4-7","None",FALSE,215,2015,"KLN","C","5",4,400
"612","KLN_C_2016_1",15,12,15,6,4,6,"KLN_C_2016","SBN",6.63333333333333,"P. Cloudy","0-1","None",FALSE,151,2016,"KLN","C","1",4,400
"613","KLN_C_2016_2",16,8,11,9,5,7,"KLN_C_2016","ACW",7.1,"P. Cloudy","1-3","None",FALSE,168,2016,"KLN","C","2",4,400
"614","KLN_C_2016_3",5,3,5,5,3,5,"KLN_C_2016","SR",7.98333333333333,"Clear","8-12","None",FALSE,179,2016,"KLN","C","3",4,400
"615","KLN_C_2016_4",6,3,6,3,2,3,"KLN_C_2016","SBN",9.51666666666667,"M. Cloudy","8-12","None",FALSE,192,2016,"KLN","C","4",4,400
"616","KLN_C_2016_5",12,11,12,6,5,6,"KLN_C_2016","JJC",6.4,"Overcast","0-1","None",FALSE,215,2016,"KLN","C","5",4,400
"617","KLN_C_2017_1",1,1,1,1,1,1,"KLN_C_2017","JJC",8.81666666666667,"M. Cloudy","4-7","None",FALSE,152,2017,"KLN","C","1",4,400
"618","KLN_C_2017_3",4,2,2,2,2,2,"KLN_C_2017","JJC",6.5,"Clear","0-1","None",FALSE,178,2017,"KLN","C","3",4,400
"619","KLN_C_2017_4",2,1,2,2,1,2,"KLN_C_2017","ALL",6.2,"Clear","0-1","None",FALSE,189,2017,"KLN","C","4",4,400
"620","KLN_C_2018_1",7,6,6,3,3,3,"KLN_C_2018","JJC",8.73333333333333,"Clear","4-7","None",FALSE,146,2018,"KLN","C","1",4,400
"621","KLN_C_2018_2",5,5,5,3,3,3,"KLN_C_2018","TMS",7.95,"M. Cloudy","0-1","None",FALSE,161,2018,"KLN","C","2",4,400
"622","KLN_C_2018_3",5,3,4,3,2,3,"KLN_C_2018","SR",7.25,"Overcast","1-3","None",FALSE,174,2018,"KLN","C","3",4,400
"623","KLN_C_2018_4",5,4,4,3,2,2,"KLN_C_2018","TMS",6.26666666666667,"Clear","0-1","None",FALSE,190,2018,"KLN","C","4",4,400
"624","KLN_C_2018_5",4,4,4,2,2,2,"KLN_C_2018","BJE",9.1,"Overcast","8-12","None",FALSE,199,2018,"KLN","C","5",4,400
"625","KLN_C_2021_1",3,3,3,2,2,2,"KLN_C_2021","JEM",6.8,"Clear","1-3","None",FALSE,154,2021,"KLN","C","1",4,400
"626","KLN_C_2021_2",3,3,3,2,2,2,"KLN_C_2021","JJC",8.71666666666667,"M. Cloudy","1-3","None",FALSE,165,2021,"KLN","C","2",4,400
"627","KLN_C_2021_3",2,1,2,2,1,2,"KLN_C_2021","JEM",6.33333333333333,"Overcast","0-1","None",FALSE,179,2021,"KLN","C","3",4,400
"628","KLN_C_2021_4",1,1,1,1,1,1,"KLN_C_2021","JNA",9.4,"P. Cloudy","0-1","None",FALSE,187,2021,"KLN","C","4",4,400
"629","KLN_C_2021_5",1,1,1,1,1,1,"KLN_C_2021","JJC",9.38333333333333,"P. Cloudy","4-7","None",FALSE,199,2021,"KLN","C","5",4,400
"630","KLN_C_2022_2",3,2,3,3,2,3,"KLN_C_2022","WPT",6.26666666666667,"Clear","4-7","None",TRUE,170,2022,"KLN","C","2",4,400
"631","KLN_C_2022_3",5,5,5,3,3,3,"KLN_C_2022","JLS",7.1,"Clear","1-3","None",FALSE,180,2022,"KLN","C","3",4,400
"632","KLN_C_2022_4",2,2,2,2,2,2,"KLN_C_2022","JJC",6.41666666666667,"Overcast","1-3","None",FALSE,190,2022,"KLN","C","4",4,400
"633","KLN_C_2022_5",6,6,6,3,3,3,"KLN_C_2022","JJC",9.16666666666667,"P. Cloudy","4-7","None",FALSE,196,2022,"KLN","C","5",4,400
"634","KLN_C_2023_1",2,NA,2,2,NA,2,"KLN_C_2023","WPT",9.95,"Overcast","1-3","None",FALSE,158,2023,"KLN","C","1",4,400
"635","KLN_C_2023_2",7,4,6,3,1,3,"KLN_C_2023","JJC",6.8,"Clear","0-1","None",TRUE,171,2023,"KLN","C","2",4,400
"636","KLN_C_2023_3",9,1,9,3,1,3,"KLN_C_2023","JLS",6.26666666666667,"M. Cloudy","1-3","None",FALSE,178,2023,"KLN","C","3",4,400
"637","KLN_C_2023_5",6,6,6,3,3,3,"KLN_C_2023","JLS",5.98333333333333,"Overcast","1-3","None",FALSE,194,2023,"KLN","C","5",4,400
"638","KLN_E_2007_1",12,7,12,4,3,4,"KLN_E_2007","JF",7.9,"Clear","0-1","None",FALSE,145,2007,"KLN","E","1",5.84,584
"639","KLN_E_2007_2",6,2,6,3,2,3,"KLN_E_2007","JF",8.35,"Overcast","4-7","None",FALSE,150,2007,"KLN","E","2",5.84,584
"640","KLN_E_2007_3",10,7,10,4,3,4,"KLN_E_2007","CB",7.86666666666667,"Clear","8","None",FALSE,159,2007,"KLN","E","3",5.84,584
"641","KLN_E_2007_4",14,7,13,7,3,6,"KLN_E_2007","FP",8.48333333333333,"Clear","1-3","None",FALSE,166,2007,"KLN","E","4",5.84,584
"642","KLN_E_2007_5",13,10,13,5,3,5,"KLN_E_2007","CW",6.31666666666667,"Clear","1-3","None",FALSE,177,2007,"KLN","E","5",5.84,584
"643","KLN_E_2008_1",19,7,18,6,4,6,"KLN_E_2008","CW",6.1,"P. Cloudy","8-12","None",FALSE,134,2008,"KLN","E","1",5.84,584
"644","KLN_E_2008_2",6,3,5,3,2,3,"KLN_E_2008","SR",9.15,"P. Cloudy","8-12","None",FALSE,140,2008,"KLN","E","2",5.84,584
"645","KLN_E_2008_3",11,7,11,5,4,5,"KLN_E_2008","CW",8.56666666666667,"M. Cloudy","4-7","Drizzle/Mist",FALSE,146,2008,"KLN","E","3",5.84,584
"646","KLN_E_2008_4",15,11,15,5,4,5,"KLN_E_2008","CW",8.83333333333333,"Overcast","1-3","None",FALSE,156,2008,"KLN","E","4",5.84,584
"647","KLN_E_2008_5",10,2,9,4,2,3,"KLN_E_2008","SR",6.46666666666667,"Overcast","1-3","None",FALSE,165,2008,"KLN","E","5",5.84,584
"648","KLN_E_2009_0",44,30,44,8,5,8,"KLN_E_2009","FP",7.23333333333333,"M. Cloudy","4-7","None",FALSE,196,2009,"KLN","E","0",5.84,584
"649","KLN_E_2009_1",25,15,24,5,4,5,"KLN_E_2009","EH",6.7,"Clear","4-7","None",FALSE,134,2009,"KLN","E","1",5.84,584
"650","KLN_E_2009_2",21,20,21,6,5,6,"KLN_E_2009","SR",8.2,"Clear","4-7","None",FALSE,168,2009,"KLN","E","2",5.84,584
"651","KLN_E_2009_3",14,8,13,5,3,4,"KLN_E_2009","EH",6.48333333333333,"P. Cloudy","4-7","None",FALSE,170,2009,"KLN","E","3",5.84,584
"652","KLN_E_2009_4",13,9,13,5,4,5,"KLN_E_2009","FP",8.8,"Clear","1-3","None",FALSE,182,2009,"KLN","E","4",5.84,584
"653","KLN_E_2009_5",16,11,16,6,5,6,"KLN_E_2009","EH",8.46666666666667,"M. Cloudy","4-7","None",FALSE,201,2009,"KLN","E","5",5.84,584
"654","KLN_E_2010_1",14,6,14,4,3,4,"KLN_E_2010","SR",6.51666666666667,"Clear","1-3","None",FALSE,139,2010,"KLN","E","1",5,500
"655","KLN_E_2010_2",14,7,14,5,4,5,"KLN_E_2010","SR",6.86666666666667,"Clear","0-1","None",FALSE,149,2010,"KLN","E","2",5,500
"656","KLN_E_2010_3",33,19,32,10,5,9,"KLN_E_2010","TH",6.96666666666667,"M. Cloudy","1-3","None",FALSE,158,2010,"KLN","E","3",5,500
"657","KLN_E_2010_4",18,13,18,7,6,7,"KLN_E_2010","SR",6.93333333333333,"M. Cloudy","1-3","None",FALSE,174,2010,"KLN","E","4",5,500
"658","KLN_E_2010_5",23,15,22,8,5,7,"KLN_E_2010","TH",6.8,"P. Cloudy","4-7","None",FALSE,184,2010,"KLN","E","5",5,500
"659","KLN_E_2011_1",21,8,17,6,2,4,"KLN_E_2011","TL",7.03333333333333,"M. Cloudy","1-3","None",FALSE,139,2011,"KLN","E","1",5,500
"660","KLN_E_2011_2",8,5,7,4,2,4,"KLN_E_2011","SR",6.8,"Clear","4-7","None",FALSE,147,2011,"KLN","E","2",5,500
"661","KLN_E_2011_3",9,9,9,5,5,5,"KLN_E_2011","CP",6.16666666666667,"Overcast","1-3","None",FALSE,162,2011,"KLN","E","3",5,500
"662","KLN_E_2011_4",18,13,18,5,4,5,"KLN_E_2011","CP",6.16666666666667,"Clear","0-1","None",FALSE,175,2011,"KLN","E","4",5,500
"663","KLN_E_2011_5",18,16,17,5,4,5,"KLN_E_2011","CD",6.11666666666667,"Clear","1-3","None",FALSE,183,2011,"KLN","E","5",5,500
"664","KLN_E_2012_1",5,3,5,3,2,3,"KLN_E_2012","SR",8.68333333333333,"Clear","8-12","None",FALSE,138,2012,"KLN","E","1",5,500
"665","KLN_E_2012_2",18,12,17,7,5,6,"KLN_E_2012","CD",8.65,"M. Cloudy","4-7","None",FALSE,147,2012,"KLN","E","2",5,500
"666","KLN_E_2012_3",16,9,14,6,3,4,"KLN_E_2012","CD",6.25,"P. Cloudy","1-3","None",FALSE,160,2012,"KLN","E","3",5,500
"667","KLN_E_2012_4",7,7,7,2,2,2,"KLN_E_2012","SR",9.18333333333333,"Clear","4-7","None",FALSE,173,2012,"KLN","E","4",5,500
"668","KLN_E_2012_5",21,17,21,7,5,7,"KLN_E_2012","CD",8.85,"P. Cloudy","4-7","None",FALSE,181,2012,"KLN","E","5",5,500
"669","KLN_E_2013_1",10,4,9,6,2,5,"KLN_E_2013","CD",6.41666666666667,"Overcast","8-12","None",FALSE,143,2013,"KLN","E","1",5,500
"670","KLN_E_2013_2",11,8,11,5,3,5,"KLN_E_2013","AM",6.81666666666667,"Overcast","0-1","None",FALSE,156,2013,"KLN","E","2",5,500
"671","KLN_E_2013_3",7,4,7,5,3,5,"KLN_E_2013","CD",7.48333333333333,"P. Cloudy","0-1","None",FALSE,168,2013,"KLN","E","3",5,500
"672","KLN_E_2013_4",14,8,13,7,3,6,"KLN_E_2013","AM",6.43333333333333,"P. Cloudy","1-3","None",FALSE,177,2013,"KLN","E","4",5,500
"673","KLN_E_2013_5",12,8,10,6,3,4,"KLN_E_2013","CD",8.4,"P. Cloudy","4-7","None",FALSE,194,2013,"KLN","E","5",5,500
"674","KLN_E_2014_1",10,6,9,6,3,5,"KLN_E_2014","CD",8.06666666666667,"P. Cloudy","1-3","None",FALSE,141,2014,"KLN","E","1",4,400
"675","KLN_E_2014_2",8,7,8,4,3,4,"KLN_E_2014","SR",6.63333333333333,"Clear","8-12","None",FALSE,152,2014,"KLN","E","2",4,400
"676","KLN_E_2014_3",5,3,4,4,2,3,"KLN_E_2014","CD",6.66666666666667,"M. Cloudy","8-12","None",FALSE,168,2014,"KLN","E","3",4,400
"677","KLN_E_2014_4",16,8,15,5,3,4,"KLN_E_2014","CD",6.98333333333333,"Clear","1-3","None",FALSE,184,2014,"KLN","E","4",4,400
"678","KLN_E_2014_5",11,10,10,3,3,3,"KLN_E_2014","ORG",6.25,"P. Cloudy","0-1","None",FALSE,200,2014,"KLN","E","5",4,400
"679","KLN_E_2015_1",8,2,8,4,2,4,"KLN_E_2015","BSV",8.78333333333333,"M. Cloudy","8-12","None",FALSE,145,2015,"KLN","E","1",4,400
"680","KLN_E_2015_2",5,5,5,3,3,3,"KLN_E_2015","SR",5.9,"Clear","4-7","None",FALSE,159,2015,"KLN","E","2",4,400
"681","KLN_E_2015_3",7,6,7,4,3,4,"KLN_E_2015","SR",6.56666666666667,"M. Cloudy","8-12","None",FALSE,173,2015,"KLN","E","3",4,400
"682","KLN_E_2015_4",3,3,3,1,1,1,"KLN_E_2015","SR",6.21666666666667,"Clear","8-12","None",FALSE,195,2015,"KLN","E","4",4,400
"683","KLN_E_2015_5",6,5,6,4,3,4,"KLN_E_2015","SR",7.38333333333333,"M. Cloudy","1-3","None",FALSE,215,2015,"KLN","E","5",4,400
"684","KLN_E_2016_1",2,1,1,2,1,1,"KLN_E_2016","SBN",6.4,"P. Cloudy","1-3","None",FALSE,151,2016,"KLN","E","1",4,400
"685","KLN_E_2016_2",5,1,4,4,1,3,"KLN_E_2016","ACW",6.83333333333333,"P. Cloudy","1-3","None",FALSE,168,2016,"KLN","E","2",4,400
"686","KLN_E_2016_3",11,3,10,6,3,5,"KLN_E_2016","SR",7.83333333333333,"P. Cloudy","8-12","None",FALSE,179,2016,"KLN","E","3",4,400
"687","KLN_E_2016_4",8,2,8,5,2,5,"KLN_E_2016","SBN",9.38333333333333,"M. Cloudy","8-12","None",FALSE,192,2016,"KLN","E","4",4,400
"688","KLN_E_2016_5",1,NA,1,1,NA,1,"KLN_E_2016","JJC",6.3,"Overcast","0-1","None",FALSE,215,2016,"KLN","E","5",4,400
"689","KLN_E_2017_1",6,4,6,4,3,4,"KLN_E_2017","JJC",8.66666666666667,"M. Cloudy","4-7","None",FALSE,152,2017,"KLN","E","1",4,400
"690","KLN_E_2017_2",7,7,7,4,4,4,"KLN_E_2017","SR",7.21666666666667,"Clear","8-12","None",FALSE,161,2017,"KLN","E","2",4,400
"691","KLN_E_2017_3",15,7,11,10,5,8,"KLN_E_2017","JJC",6.31666666666667,"Clear","0-1","None",FALSE,178,2017,"KLN","E","3",4,400
"692","KLN_E_2017_4",7,5,5,3,3,3,"KLN_E_2017","ALL",6.05,"Clear","0-1","None",FALSE,189,2017,"KLN","E","4",4,400
"693","KLN_E_2017_5",5,5,5,3,3,3,"KLN_E_2017","JJC",7.81666666666667,"Clear","1-3","None",FALSE,204,2017,"KLN","E","5",4,400
"694","KLN_E_2018_1",10,7,9,7,5,6,"KLN_E_2018","JJC",8.56666666666667,"Clear","0-1","None",FALSE,146,2018,"KLN","E","1",4,400
"695","KLN_E_2018_2",11,7,10,6,3,6,"KLN_E_2018","TMS",7.8,"M. Cloudy","0-1","None",FALSE,161,2018,"KLN","E","2",4,400
"696","KLN_E_2018_3",8,6,8,3,2,3,"KLN_E_2018","SR",7.11666666666667,"Overcast","1-3","None",FALSE,174,2018,"KLN","E","3",4,400
"697","KLN_E_2018_4",23,15,20,9,6,8,"KLN_E_2018","TMS",6.1,"Clear","0-1","None",FALSE,190,2018,"KLN","E","4",4,400
"698","KLN_E_2018_5",14,10,11,6,4,5,"KLN_E_2018","BJE",8.93333333333333,"M. Cloudy","8-12","None",FALSE,199,2018,"KLN","E","5",4,400
"699","KLN_E_2021_1",6,3,5,3,1,2,"KLN_E_2021","JEM",6.53333333333333,"P. Cloudy","1-3","None",FALSE,154,2021,"KLN","E","1",4,400
"700","KLN_E_2021_2",12,5,10,7,3,6,"KLN_E_2021","JJC",8.55,"M. Cloudy","1-3","None",FALSE,165,2021,"KLN","E","2",4,400
"701","KLN_E_2021_3",7,5,7,3,2,3,"KLN_E_2021","JEM",6.08333333333333,"Overcast","0-1","None",FALSE,179,2021,"KLN","E","3",4,400
"702","KLN_E_2021_4",6,1,5,2,1,2,"KLN_E_2021","JNA",6.15,"Clear","1-3","None",FALSE,186,2021,"KLN","E","4",4,400
"703","KLN_E_2021_5",9,7,9,5,3,5,"KLN_E_2021","JJC",9.25,"P. Cloudy","4-7","None",FALSE,199,2021,"KLN","E","5",4,400
"704","KLN_E_2022_1",2,2,2,1,1,1,"KLN_E_2022","HKG",6.2,"M. Cloudy","1-3","None",FALSE,156,2022,"KLN","E","1",4,400
"705","KLN_E_2022_2",9,3,9,4,2,4,"KLN_E_2022","WPT",6.08333333333333,"Clear","4-7","None",FALSE,170,2022,"KLN","E","2",4,400
"706","KLN_E_2022_3",21,3,8,5,2,4,"KLN_E_2022","JLS",6.86666666666667,"Clear","4-7","None",FALSE,180,2022,"KLN","E","3",4,400
"707","KLN_E_2022_4",7,3,5,4,1,3,"KLN_E_2022","JJC",6.26666666666667,"Overcast","0-1","None",FALSE,190,2022,"KLN","E","4",4,400
"708","KLN_E_2022_5",6,5,5,3,2,2,"KLN_E_2022","JJC",8.98333333333333,"P. Cloudy","8-12","None",FALSE,196,2022,"KLN","E","5",4,400
"709","KLN_E_2023_1",14,5,14,6,4,6,"KLN_E_2023","WPT",8.86666666666667,"Overcast","4-7","None",FALSE,158,2023,"KLN","E","1",4,400
"710","KLN_E_2023_2",13,8,12,6,4,5,"KLN_E_2023","JJC",6.65,"Clear","0-1","None",TRUE,171,2023,"KLN","E","2",4,400
"711","KLN_E_2023_3",10,3,8,6,2,4,"KLN_E_2023","JLS",6.01666666666667,"M. Cloudy","1-3","None",FALSE,178,2023,"KLN","E","3",4,400
"712","KLN_E_2023_4",16,5,16,5,3,5,"KLN_E_2023","JJC",9.1,"Overcast","4-7","None",TRUE,189,2023,"KLN","E","4",4,400
"713","KLN_E_2023_5",9,7,9,6,4,6,"KLN_E_2023","JLS",5.83333333333333,"Overcast","1-3","None",FALSE,194,2023,"KLN","E","5",4,400
"714","KLN_W_2007_0",3,3,3,2,2,2,"KLN_W_2007","JF",8.68333333333333,"Overcast","4-7","None",FALSE,130,2007,"KLN","W","0",3.77,377
"715","KLN_W_2007_1",5,4,5,4,3,4,"KLN_W_2007","JF",8.33333333333333,"Clear","0-1","None",FALSE,145,2007,"KLN","W","1",3.77,377
"716","KLN_W_2007_3",5,5,5,3,3,3,"KLN_W_2007","FP",7.81666666666667,"Clear","8-12","None",FALSE,159,2007,"KLN","W","3",3.77,377
"717","KLN_W_2007_4",7,5,5,5,3,3,"KLN_W_2007","FP",8.1,"Clear","1-3","None",FALSE,166,2007,"KLN","W","4",3.77,377
"718","KLN_W_2007_5",9,9,9,3,3,3,"KLN_W_2007","CW",6.63333333333333,"Clear","1-3","None",FALSE,177,2007,"KLN","W","5",3.77,377
"719","KLN_W_2008_1",8,7,8,4,3,4,"KLN_W_2008","CW",6.55,"P. Cloudy","4-7","None",FALSE,134,2008,"KLN","W","1",3.77,377
"720","KLN_W_2008_2",2,1,1,1,1,1,"KLN_W_2008","SR",9.45,"P. Cloudy","8-12","None",FALSE,140,2008,"KLN","W","2",3.77,377
"721","KLN_W_2008_3",3,2,3,3,2,3,"KLN_W_2008","CW",8.81666666666667,"M. Cloudy","4-7","Drizzle/Mist",FALSE,146,2008,"KLN","W","3",3.77,377
"722","KLN_W_2008_4",4,3,4,3,2,3,"KLN_W_2008","CW",9.06666666666667,"Overcast","1-3","None",FALSE,156,2008,"KLN","W","4",3.77,377
"723","KLN_W_2008_5",7,5,6,4,3,4,"KLN_W_2008","SR",6.75,"Overcast","1-3","None",FALSE,165,2008,"KLN","W","5",3.77,377
"724","KLN_W_2009_0",39,24,38,11,6,10,"KLN_W_2009","FP",6.85,"M. Cloudy","1-3","None",FALSE,196,2009,"KLN","W","0",3.77,377
"725","KLN_W_2009_1",6,4,4,3,3,3,"KLN_W_2009","EH",7.91666666666667,"Clear","4-7","None",FALSE,134,2009,"KLN","W","1",3.77,377
"726","KLN_W_2009_2",8,7,8,4,3,4,"KLN_W_2009","SR",8.51666666666667,"Clear","4-7","None",FALSE,168,2009,"KLN","W","2",3.77,377
"727","KLN_W_2009_3",5,5,5,3,3,3,"KLN_W_2009","EH",7.1,"P. Cloudy","4-7","None",FALSE,170,2009,"KLN","W","3",3.77,377
"728","KLN_W_2009_4",3,3,3,2,2,2,"KLN_W_2009","FP",9.33333333333333,"Clear","4-7","None",FALSE,182,2009,"KLN","W","4",3.77,377
"729","KLN_W_2009_5",4,4,4,2,2,2,"KLN_W_2009","EH",8.13333333333333,"M. Cloudy","4-7","None",FALSE,201,2009,"KLN","W","5",3.77,377
"730","KLN_W_2010_1",7,5,6,3,2,3,"KLN_W_2010","SR",6.95,"Clear","1-3","None",FALSE,139,2010,"KLN","W","1",3,300
"731","KLN_W_2010_2",14,6,12,7,4,6,"KLN_W_2010","SR",7.2,"Clear","0-1","None",FALSE,149,2010,"KLN","W","2",3,300
"732","KLN_W_2010_3",12,5,12,5,3,5,"KLN_W_2010","TH",7.53333333333333,"M. Cloudy","1-3","None",FALSE,158,2010,"KLN","W","3",3,300
"733","KLN_W_2010_4",13,7,13,6,3,6,"KLN_W_2010","SR",7.28333333333333,"M. Cloudy","1-3","None",FALSE,174,2010,"KLN","W","4",3,300
"734","KLN_W_2010_5",6,6,6,4,4,4,"KLN_W_2010","TL",7.25,"P. Cloudy","4-7","None",FALSE,184,2010,"KLN","W","5",3,300
"735","KLN_W_2011_1",11,11,11,4,4,4,"KLN_W_2011","TL",7.85,NA,"4-7","None",FALSE,139,2011,"KLN","W","1",3,300
"736","KLN_W_2011_2",4,4,4,3,3,3,"KLN_W_2011","SR",7.2,"P. Cloudy","4-7",NA,FALSE,147,2011,"KLN","W","2",3,300
"737","KLN_W_2011_3",3,3,3,1,1,1,"KLN_W_2011","CP",6.48333333333333,"Overcast","1-3","None",FALSE,162,2011,"KLN","W","3",3,300
"738","KLN_W_2011_4",4,4,4,3,3,3,"KLN_W_2011","CP",6.55,"Clear","0-1","None",FALSE,175,2011,"KLN","W","4",3,300
"739","KLN_W_2011_5",8,6,8,5,4,5,"KLN_W_2011","CD",6.56666666666667,"Clear","1-3","None",FALSE,183,2011,"KLN","W","5",3,300
"740","KLN_W_2012_1",6,2,6,2,1,2,"KLN_W_2012","SR",9.25,"Clear","8-12","None",FALSE,138,2012,"KLN","W","1",3,300
"741","KLN_W_2012_2",4,3,3,2,1,1,"KLN_W_2012","CD",8.86666666666667,"M. Cloudy","4-7","None",FALSE,147,2012,"KLN","W","2",3,300
"742","KLN_W_2012_3",7,6,7,3,2,3,"KLN_W_2012","CD",6.6,"P. Cloudy","1-3","None",FALSE,160,2012,"KLN","W","3",3,300
"743","KLN_W_2012_4",2,2,2,2,2,2,"KLN_W_2012","SR",9.51666666666667,"P. Cloudy","4-7","None",FALSE,173,2012,"KLN","W","4",3,300
"744","KLN_W_2012_5",2,2,2,2,2,2,"KLN_W_2012","CD",9.11666666666667,"P. Cloudy","4-7","None",FALSE,181,2012,"KLN","W","5",3,300
"745","KLN_W_2013_1",5,5,5,2,2,2,"KLN_W_2013","CD",6.15,"Overcast","4-7","None",FALSE,143,2013,"KLN","W","1",3,300
"746","KLN_W_2013_2",2,2,2,2,2,2,"KLN_W_2013","AM",6.3,"Overcast","0-1","None",FALSE,156,2013,"KLN","W","2",3,300
"747","KLN_W_2013_3",3,3,3,2,2,2,"KLN_W_2013","SR",7.71666666666667,"P. Cloudy","0-1","None",FALSE,168,2013,"KLN","W","3",3,300
"748","KLN_W_2013_4",6,5,6,4,3,4,"KLN_W_2013","AM",6.78333333333333,"P. Cloudy","1-3","None",FALSE,177,2013,"KLN","W","4",3,300
"749","KLN_W_2013_5",6,5,6,4,3,4,"KLN_W_2013","CD",8.78333333333333,"P. Cloudy","8-12","None",FALSE,194,2013,"KLN","W","5",3,300
"750","KLN_W_2014_1",12,8,12,3,2,3,"KLN_W_2014","CD",8.3,"P. Cloudy","1-3","None",FALSE,141,2014,"KLN","W","1",3,300
"751","KLN_W_2014_2",6,5,6,4,3,4,"KLN_W_2014","SR",6.9,"Clear","8-12","None",FALSE,152,2014,"KLN","W","2",3,300
"752","KLN_W_2014_3",19,10,19,5,4,5,"KLN_W_2014","CD",6.88333333333333,"M. Cloudy","4-7","None",FALSE,168,2014,"KLN","W","3",3,300
"753","KLN_W_2014_4",7,7,7,3,3,3,"KLN_W_2014","CD",7.28333333333333,"Clear","1-3","None",FALSE,184,2014,"KLN","W","4",3,300
"754","KLN_W_2014_5",5,4,5,4,3,4,"KLN_W_2014","ORG",6.58333333333333,"P. Cloudy","0-1","None",FALSE,200,2014,"KLN","W","5",3,300
"755","KLN_W_2015_1",1,NA,1,1,NA,1,"KLN_W_2015","BSV",9.15,"M. Cloudy","8-12","None",FALSE,145,2015,"KLN","W","1",3,300
"756","KLN_W_2015_2",8,2,8,2,1,2,"KLN_W_2015","SR",6.15,"Clear","4-7","None",FALSE,159,2015,"KLN","W","2",3,300
"757","KLN_W_2015_3",3,2,3,3,2,3,"KLN_W_2015","SR",6.83333333333333,"M. Cloudy","8-12","None",FALSE,173,2015,"KLN","W","3",3,300
"758","KLN_W_2015_4",9,9,9,4,4,4,"KLN_W_2015","SR",6.51666666666667,"Clear","8-12","None",FALSE,194,2015,"KLN","W","4",3,300
"759","KLN_W_2015_5",5,4,5,3,2,3,"KLN_W_2015","SR",7.65,"M. Cloudy","1-3","None",FALSE,215,2015,"KLN","W","5",3,300
"760","KLN_W_2016_1",12,8,12,6,4,6,"KLN_W_2016","SBN",7.03333333333333,"P. Cloudy","1-3","None",FALSE,151,2016,"KLN","W","1",3,300
"761","KLN_W_2016_2",7,5,6,4,3,4,"KLN_W_2016","ACW",7.4,"P. Cloudy","1-3","None",FALSE,168,2016,"KLN","W","2",3,300
"762","KLN_W_2016_3",4,4,4,2,2,2,"KLN_W_2016","SR",8.18333333333333,"Clear","8-12","None",FALSE,179,2016,"KLN","W","3",3,300
"763","KLN_W_2016_4",5,5,5,2,2,2,"KLN_W_2016","SBN",9.7,"M. Cloudy","8-12","None",FALSE,192,2016,"KLN","W","4",3,300
"764","KLN_W_2016_5",1,1,1,1,1,1,"KLN_W_2016","JJC",6.65,"Overcast","1-3","None",FALSE,215,2016,"KLN","W","5",3,300
"765","KLN_W_2017_1",5,5,5,4,4,4,"KLN_W_2017","JJC",8.93333333333333,"M. Cloudy","0-1","None",FALSE,152,2017,"KLN","W","1",3,300
